Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,Active
am2_admin2_dt,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Date of recent admission or outpatient visit prior to death,,dd/mm/yyyy,date_dmy,,,,[am2_3mocare]='CH00001',,,,,,,1
am2_admin3_dt,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Date of recent admission or outpatient visit prior to death,,dd/mm/yyyy,date_dmy,,,,[am2_3mocare]='CH00001',,,,,,,1
am2_admin1_sign,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,notes,Sign and symptoms during this visit,,,,,,,[am2_3mocare]='CH00001',,,,,,,1
am2_admin2_sign,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,notes,Sign and symptoms during this visit,,,,,,,[am2_3mocare]='CH00001',,,,,,,1
am2_admin3_sign,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,notes,Sign and symptoms during this visit,,,,,,,[am2_3mocare]='CH00001',,,,,,,1
am2_admin1_reason,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,notes,What was the diagnosis for the patient at the recent admission or outpatient visit prior to the final hospitalization?,,,,,,,[am2_3mocare]='CH00001',,,,,,,1
am2_admin2_reason,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,notes,What was the diagnosis for the patient at the recent admission or outpatient visit prior to the final hospitalization?,,,,,,,[am2_3mocare]='CH00001',,,,,,,1
am2_admin3_reason,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,notes,What was the diagnosis for the patient at the recent admission or outpatient visit prior to the final hospitalization?,,,,,,,[am2_3mocare]='CH00001',,,,,,,1
am2_admin1_numb,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Inpatient number during the recent admission prior to the final hospitalization,,,,,,,[am2_3mocare]='CH00001',,,,,,,1
am2_admin2_numb,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Inpatient number during the recent admission prior to the final hospitalization,,,,,,,[am2_3mocare]='CH00001',,,,,,,1
am2_admin3_numb,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Inpatient number during the recent admission prior to the final hospitalization,,,,,,,[am2_3mocare]='CH00001',,,,,,,1
am2_disch1_dt,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,"Date of Discharge, if admitted",,,date_dmy,,,,,,,,,,,1
am2_disch2_dt,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,"Date of Discharge, if admitted",,,date_dmy,,,,,,,,,,,1
am2_disch3_dt,present_illness,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,"Date of Discharge, if admitted",,,date_dmy,,,,,,,,,,,1
am3_chronic,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,checkbox,"Select any chronic diseases documented in the patient's chart:

","CH03265, Chronic lung disease (asthma, emphysema, etc.) | CH03264, Diabetes | CH03263, HIV/AIDS | CH03866, HIV-related anemia | CH03867, HIV-related chronic diarrhea | CH00399, Herpes Zoster | CH03262, Hypertension | CH03261, Ischemic heart disease | CH03865, Non-Hodgkin Lymphoma | CH00374, Pneumocystis jirovecii pneumonia | CH03260, Renal failure | CH00954, Tuberculosis | CH03861, Stroke | CH03864, Kaposi's Sarcoma | CH00010, Other {am3_chronic_oth}",Select all that apply,,,,,,,,,,,,1
embed29,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,descriptive,"<div class=""rich-text-field-label""><p>If HIV/AIDS was documented, please indicate any results available PRIOR to admission</p> <table style=""border-collapse: collapse; width: 100%; height: 100px;"" border=""1""> <tbody> <tr style=""height: 25px;""> <td style=""width: 38.2603%; height: 25px;"">HIV antibody test</td> <td style=""width: 61.7397%; height: 25px;"">{am3_hiv_antibody}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 38.2603%; height: 25px;"">HIV DNA PCR</td> <td style=""width: 61.7397%; height: 25px;"">{am3_hiv_dna_pcr}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 38.2603%; height: 25px;"">HIV RNA PCR (viral load)</td> <td style=""width: 61.7397%; height: 25px;"">{am3_hiv_rna_pcr}</td> </tr> <tr style=""height: 25px;""> <td style=""width: 38.2603%; height: 25px;"">Recent viral load (copies/mL)</td> <td style=""width: 61.7397%; height: 25px;"">{am3_viral_load}</td> </tr> <tr> <td style=""width: 38.2603%;""> <p class=""p1"">Is date of initial diagnosis known?</p> </td> <td style=""width: 61.7397%;""> <p>{am3_hiv_date_known}</p> <p>{am3_hiv_date_desc} {am3_hiv_date} </p> </td> </tr> <tr> <td style=""width: 38.2603%;""> <p class=""p1"">Date of last HIV test</p> </td> <td style=""width: 61.7397%;"">{am3_hiv_date_last}</td> </tr> <tr> <td style=""width: 38.2603%;""> <p class=""p1"">Date of initiation of treatment</p> </td> <td style=""width: 61.7397%;"">{am_treat_date}</td> </tr> <tr> <td style=""width: 38.2603%;""> <p class=""p1"">Adherence</p> </td> <td style=""width: 61.7397%;"">{am3_adhere}</td> </tr> <tr> <td style=""width: 38.2603%;""> <p class=""p1"">Defaulted</p> </td> <td style=""width: 61.7397%;""> <p>{am3_default}</p> <p>{am3_default_date_desc} {am3_default_date}</p> </td> </tr> <tr> <td style=""width: 38.2603%;""> <p class=""p1"">List of current and past ARV regimens</p> </td> <td style=""width: 61.7397%;"">{am3_arv_list}</td> </tr> </tbody> </table></div>",,,,,,,[am3_chronic(CH03263)]='1',,,,,,,1
am3_hiv_antibody,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,HIV antibody test,"CH00974, Positive/Detectable | CH00975, Negative/Undetectable | CH02776, Unavailable",,,,,,,,,,,,,1
am3_hiv_dna_pcr,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,HIV DNA PCR,"CH00974, Positive/Detectable | CH00975, Negative/Undetectable | CH02776, Unavailable",,,,,,,,,,,,,1
am3_hiv_rna_pcr,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,HIV RNA PCR (viral load),"CH00974, Positive/Detectable | CH00975, Negative/Undetectable | CH02776, Unavailable",,,,,,,,,,,,,1
am3_viral_load,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Recent viral load (copies/mL),,,integer,0,,,,,,,,,,1
am3_hiv_date_known,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Is date of initial diagnosis known?,"CH00001, Yes | CH00002, No",,,,,,,,,,,,,1
am3_hiv_date_desc,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Date of initial diagnosis,,,,,,,,,,,,,,1
am3_hiv_date,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Date of initial diagnosis known,,,date_dmy,,,,[am3_hiv_date_known] = 'CH00001',,,,,,,1
am3_hiv_date_last,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Date of last HIV test ,,,,,,,,,,,,,,1
am_treat_date,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Date of initiation of treatment,,,date_dmy,,,,,,,,,,,1
am3_adhere,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Adherence ,"CH00001, Yes | CH00002, No",,,,,,,,,,,,,1
am3_default,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Defaulted,"CH00001, Yes | CH00002, No",,,,,,,,,,,,,1
am3_default_date_desc,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,descriptive,Date of default,,,,,,,[am3_default] = 'CH00001',,,,,,,1
am3_default_date,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Date of default,,,date_dmy,,,,[am3_default] = 'CH00001',,,,,,,1
am3_arv_list,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,notes,List of current and past ARV regimens,,,,,,,,,,,,,,1
am3_hiv_notes,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,notes,"<div class=""rich-text-field-label""><p>Please provide any known additional history related to the patient's HIV status, including:</p> <ul> <li>time of diagnosis</li> <li>dates of any tests above</li> <li>any known CD4 counts and dates</li> <li>HIV medications</li> <li>adherence to medication</li> <li>or other relevant information</li> </ul></div>",,,,,,,[am3_chronic(CH03263)]='1',,,,,, @CHARLIMIT=3000,1
am3_chronic_oth,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Specify other chronic disease(s),,,,,,,,,,,,, @PLACEHOLDER='Specify other chronic disease(s)',1
am3_preg,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,Is there an indication that the patient was pregnant?,"CH00001, Yes | CH00002, No",,,,,,[am2_sex] = 'CH00031',,,,,,,1
am3_preg_src,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,"If the patient was reported as pregnant, what was the source for that information?","CH02407, Clinical record | CH03274, Diagnostic testing | CH03275, Health care provider interview | CH02378, Family interview |CH02374, Reported by patient prior to death | CH00010, Other",,,,,,[am3_preg] = 'CH00001',,,,,,,1
am3_preg_src_oth,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Other source for report of pregnancy:,,,,,,,[am3_preg_src] = 'CH00010',,,,,,,1
am3_gestation,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,radio,How many months of gestation?,"CH01065, 1, 2 or 3 months (first trimester) | CH01066, 4, 5 or 6 months (second trimester) | CH01067, 7, 8 or 9 months (third trimester) | CH00003, Unknown",,,,,,[am3_preg] = 'CH00001',,,,,,,1
am3_gravida,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Gravida (number of confirmed pregnancies),,Leave blank if no information,integer,,,,[am2_sex] = 'CH00031',,,,,,,1
am3_para,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Para (number of completed pregnancies beyond 20 weeks gestation),,Leave blank if no information,integer,,,,[am2_sex] = 'CH00031',,,,,,,1
am3_abort,past_history,CLINICAL HISTORY UPON MOST RECENT ADMISSION OR PRESENTATION,text,Abortus (number of pregnancies lost prior to viable gestational age for any reason),,Leave blank if no information,integer,,,,[am2_sex] = 'CH00031',,,,,,,1
embed25,past_history,"Social History
Did the patient have a history of any of the following:",descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 24.0793%; border-color: #ced4d9; background-color: #ced4d9;"" rowspan=""2"">Tobacco Use</td> <td style=""width: 20.9632%;""> <p>Type Used<br />(select all that apply)</p> </td> <td style=""width: 25.4958%;""> <p>Duration of Use <br />(Select unit: <br />years, months, days)</p> <p><em>Leave blank if unknown</em></p> </td> <td style=""width: 29.4618%;"">Average Weekly Consumption (packs per week)</td> </tr> <tr> <td style=""width: 20.9632%;"">{am3_tob_type}</td> <td style=""width: 25.4958%;"">{am3_tob_dur}<br />Unit: {am3_tob_dur_unit}</td> <td style=""width: 29.4618%;"">{am3_tob_consmp_wk}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,,1
am3_tob_type,past_history,"Social History
Did the patient have a history of any of the following:",checkbox,Tobacco Type,"CH03235, Cigarette | CH03234, e-cigarette | CH03233, Pipe",check all that apply,,,,,,,,,,,,1
am3_tob_dur,past_history,"Social History
Did the patient have a history of any of the following:",text,Tobacco Use Duration,,,,,,,,,,,,," @PLACEHOLDER='est. years, months, days'",1
am3_tob_dur_unit,past_history,"Social History
Did the patient have a history of any of the following:",radio,Tobacco Use Duration Units,"CH01117, Years | CH01116, Months | CH01115, Weeks | CH01114, Days",,,,,,,,,,,,,1
am3_tob_consmp_wk,past_history,"Social History
Did the patient have a history of any of the following:",text,Average weekly tobacco consumption,,enter packs per week,integer,0,100,,,,,,,, @PLACEHOLDER='Packs per week',1
embed26,past_history,"Social History
Did the patient have a history of any of the following:",descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 24.0793%; border-color: #ced4d9; background-color: #ced4d9;"" rowspan=""2"">Alcohol Use</td> <td style=""width: 20.9632%;"">Type Used<br />(select all that apply)</td> <td style=""width: 25.4958%;""> <p>Duration of Use<br />(select unit:<br />years, months, days)</p> <p><em>Leave blank if unknown</em></p> </td> <td style=""width: 29.4618%;"">Average Weekly Consumption (drinks per week)</td> </tr> <tr> <td style=""width: 20.9632%;""> <p>{am3_alc_type}</p> <p>{am3_alc_type_oth}</p> </td> <td style=""width: 25.4958%;""> <p>{am3_alc_dur}</p> <p>Unit: {am3_alc_dur_unit}</p> </td> <td style=""width: 29.4618%;"">{am3_alc_consmp_wk}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,,1
am3_alc_type,past_history,"Social History
Did the patient have a history of any of the following:",checkbox,Alcohol Type,"CH03239, Beer | CH03238, Liquor |CH03237, Local Brew | CH03236, Wine | CH00010, Other",check all that apply,,,,,,,,,,,,1
am3_alc_type_oth,past_history,"Social History
Did the patient have a history of any of the following:",text,Enter other alcohol type,,,,,,,[am3_alc_type(CH00010)] = '1',,,,,, @PLACEHOLDER='enter other type',1
am3_alc_dur,past_history,"Social History
Did the patient have a history of any of the following:",text,Alcohol Use Duration,,,,,,,,,,,,," @PLACEHOLDER='est. years, months, days'",1
am3_alc_dur_unit,past_history,"Social History
Did the patient have a history of any of the following:",radio,Alcohol Use Duration Unit,"CH01117, Years | CH01116, Months | CH01115, Weeks | CH01114, Days",,,,,,,,,,,,,1
am3_alc_consmp_wk,past_history,"Social History
Did the patient have a history of any of the following:",text,Average weekly alcohol consumption,,enter drinks per week,integer,0,100,,,,,,,, @PLACEHOLDER='Drinks per week',1
embed27,past_history,"Social History
Did the patient have a history of any of the following:",descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 24.0793%; border-color: #ced4d9; background-color: #ced4d9;"" rowspan=""2"">Drug/Substance Use</td> <td style=""width: 20.9632%;"">Type Used</td> <td style=""width: 25.4958%;""> <p>Duration of Use<br />(years, months, days)</p> <p><em>Leave blank if unknown</em></p> </td> <td style=""width: 29.4618%;"">Times Used Per Week</td> </tr> <tr> <td style=""width: 20.9632%;"">{am3_drug_type}</td> <td style=""width: 25.4958%;""> <p>{am3_drug_duration}</p> <p>Unit: {am3_drug_dur_unit}</p> </td> <td style=""width: 29.4618%;"">{am3_drug_use_wk}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,,1
am3_drug_type,past_history,"Social History
Did the patient have a history of any of the following:",text,Drug/Substance Type,,,,,,,,,,,,,,1
am3_drug_duration,past_history,"Social History
Did the patient have a history of any of the following:",text,Drug/Substance Use Duration,,,,,,,,,,,,," @PLACEHOLDER='est. years, months, days'",1
am3_drug_dur_unit,past_history,"Social History
Did the patient have a history of any of the following:",radio,Drug/Substance Use Duration Unit,"CH01117, Years | CH01116, Months | CH01115, Weeks | CH01114, Days",,,,,,,,,,,,,1
am3_drug_use_wk,past_history,"Social History
Did the patient have a history of any of the following:",text,Average times drugs/substance used weekly,,enter times used per week,integer,0,100,,,,,,,, @PLACEHOLDER='Times used per week',1
am3_suddth,past_history,Travel History,radio,Is any information known about sudden deaths that run in the patient's family?,"CH00001, Yes | CH00002, No",,,,,,,,,,,,,1
am3_fam_ill,past_history,Travel History,radio,Is any information known about illnesses that run in the patient's family or about any other family members who have been sick?,"CH00001, Yes | CH00002, No",,,,,,,,,,,,,1
am3_fam_hist_desc,past_history,Travel History,notes,"Please list any pertinent family history, if known, including sudden deaths, conditions or illnesses found in other family members like hemoglobinopathies and/or close contacts with acute infectious illnesses or chronic infections like tuberculosis.  ",,,,,,,[am3_suddth] = 'CH00001' or [am3_fam_ill] = 'CH00001',,,,,,,1
embed15,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 12.8286%;""> </td> <td style=""width: 20.1207%; text-align: center; background-color: #ced4d9;"">Minimum Value</td> <td style=""width: 24.847%; text-align: center; background-color: #ced4d9;"">Minimum Value Date</td> <td style=""width: 20.5258%; text-align: center; background-color: #ced4d9;"">Maximum Value</td> <td style=""width: 21.6061%; text-align: center; background-color: #ced4d9;"">Maximum Value Date</td> </tr> <tr> <td style=""width: 12.8286%; background-color: #ced4d9; text-align: center;"">Weight (kg)</td> <td style=""width: 20.1207%;"">{am4_weight_min}</td> <td style=""width: 24.847%;"">{am4_weight_min_dt}</td> <td style=""width: 20.5258%;"">{am4_weight_max}</td> <td style=""width: 21.6061%;"">{am4_weight_max_dt}</td> </tr> <tr> <td style=""width: 12.8286%; background-color: #ced4d9; text-align: center;"">Temperature (°C)</td> <td style=""width: 20.1207%;"">{am4_temp_min}</td> <td style=""width: 24.847%;"">{am4_temp_min_dt}</td> <td style=""width: 20.5258%;"">{am4_temp_max}</td> <td style=""width: 21.6061%;"">{am4_temp_max_dt}</td> </tr> <tr> <td style=""width: 12.8286%; background-color: #ced4d9; text-align: center;"">Respiratory rate</td> <td style=""width: 20.1207%;"">{am4_rr_min}</td> <td style=""width: 24.847%;"">{am4_rr_min_dt}</td> <td style=""width: 20.5258%;"">{am4_rr_max}</td> <td style=""width: 21.6061%;"">{am4_rr_max_dt}</td> </tr> <tr> <td style=""width: 12.8286%; background-color: #ced4d9; text-align: center;"">Oxygen saturation (%)</td> <td style=""width: 20.1207%;"">{am4_ox_sat_min}</td> <td style=""width: 24.847%;"">{am4_ox_sat_min_dt}</td> <td style=""width: 20.5258%;"">{am4_ox_sat_max}</td> <td style=""width: 21.6061%;"">{am4_ox_sat_max_dt}</td> </tr> <tr> <td style=""width: 12.8286%; background-color: #ced4d9; text-align: center;"">Heart rate</td> <td style=""width: 20.1207%;"">{am4_hr_min}</td> <td style=""width: 24.847%;"">{am4_hr_min_dt}</td> <td style=""width: 20.5258%;"">{am4_hr_max}</td> <td style=""width: 21.6061%;"">{am4_hr_max_dt}</td> </tr> <tr> <td style=""width: 12.8286%; background-color: #ced4d9; text-align: center;"">Blood pressure (systolic, mmHg)</td> <td style=""width: 20.1207%;"">{am4_bp_syst_min}</td> <td style=""width: 24.847%;"">{am4_bp_syst_min_dt}</td> <td style=""width: 20.5258%;"">{am4_bp_syst_max}</td> <td style=""width: 21.6061%;"">{am4_bp_syst_max_dt}</td> </tr> <tr> <td style=""width: 12.8286%; background-color: #ced4d9; text-align: center;"">Blood pressure (diastolic, mmHg)</td> <td style=""width: 20.1207%;"">{am4_bp_dias_min}</td> <td style=""width: 24.847%;"">{am4_bp_dias_min_dt}</td> <td style=""width: 20.5258%;"">{am4_bp_dias_max}</td> <td style=""width: 21.6061%;"">{am4_bp_dias_max_dt}</td> </tr> </tbody> </table></div>",,,,,,,,,,,,,,1
am4_weight_min,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Weight (kg),,Weight in kilograms,number,10,120,,,,,,,,,1
am4_weight_min_dt,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Weight (kg) min date,,Weight in kilograms,date_dmy,,,,,,,,,,,1
am4_weight_max,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Weight (kg),,Weight in kilograms,number,10,120,,,,,,,,,1
am4_weight_max_dt,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Weight (kg) max date,,Weight in kilograms,date_dmy,,,,,,,,,,,1
am4_temp_min,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Temperature (C),,Temperature in degrees Celsius,number,20,42,,,,,,,,,1
am4_temp_min_dt,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Temperature (C) min date,,Temperature in degrees Celsius,date_dmy,,,,,,,,,,,1
am4_temp_max,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Temperature (C),,Temperature in degrees Celsius,number,20,42,,,,,,,,,1
am4_temp_max_dt,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Temperature (C) max date,,Temperature in degrees Celsius,date_dmy,,,,,,,,,,,1
am4_rr_min,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Respiratory rate,,,integer,0,100,,,,,,,,,1
am4_rr_min_dt,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Respiratory rate,,,date_dmy,,,,,,,,,,,1
am4_rr_max,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Respiratory rate,,,integer,0,100,,,,,,,,,1
am4_rr_max_dt,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Respiratory rate,,,date_dmy,,,,,,,,,,,1
am4_ox_sat_min,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Oxygen saturation on admission (%) ,,,integer,0,100,,,,,,,,,1
am4_ox_sat_min_dt,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Oxygen saturation on admission (%) ,,,date_dmy,,,,,,,,,,,1
am4_ox_sat_max,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Oxygen saturation on admission (%) ,,,integer,0,100,,,,,,,,,1
am4_ox_sat_max_dt,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Oxygen saturation on admission (%) ,,,date_dmy,,,,,,,,,,,1
am4_hr_min,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Heart rate,,,integer,25,250,,,,,,,,,1
am4_hr_min_dt,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Heart rate,,,date_dmy,,,,,,,,,,,1
am4_hr_max,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Heart rate,,,integer,25,250,,,,,,,,,1
am4_hr_max_dt,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Heart rate,,,date_dmy,,,,,,,,,,,1
am4_bp_syst_min,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Blood pressure (systolic),,mmHg,integer,0,400,,,,,,,,,1
am4_bp_syst_min_dt,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Blood pressure (systolic),,mmHg,date_dmy,,,,,,,,,,,1
am4_bp_syst_max,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Blood pressure (systolic),,mmHg,integer,0,400,,,,,,,,,1
am4_bp_syst_max_dt,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Blood pressure (systolic),,mmHg,date_dmy,,,,,,,,,,,1
am4_bp_dias_min,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Blood pressure (diastolic),,mmHg,integer,0,400,,,,,,,,,1
am4_bp_dias_min_dt,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Blood pressure (diastolic),,mmHg,date_dmy,,,,,,,,,,,1
am4_bp_dias_max,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Blood pressure (diastolic),,mmHg,integer,0,400,,,,,,,,,1
am4_bp_dias_max_dt,hospital_course,CLINICAL SIGNS FROM CHART DURING ADMISSION,text,Blood pressure (diastolic),,mmHg,date_dmy,,,,,,,,,,,1
embed4,hospital_course,OTHER OBSERVATIONS DURING ADMISSION,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 49.8594%; background-color: #ced4d9;"">GCS (Glasgow Coma Scale Score)</td> <td style=""width: 50.1406%;""> </td> </tr> <tr> <td style=""width: 49.8594%;""><span style=""font-weight: normal;"">Lowest score detected: {am4_gcs_score}</span></td> <td style=""width: 50.1406%;""><span style=""font-weight: normal;"">Date of lowest score: {am4_gcs_dt}</span></td> </tr> </tbody> </table></div>",,,,,,,,,,,,,,1
am4_gcs_score,hospital_course,OTHER OBSERVATIONS DURING ADMISSION,text,Lowest GCS (Glasgow Coma Scale score) detected,,enter integer,number,3,15,,,,,,,,,1
am4_gcs_dt,hospital_course,OTHER OBSERVATIONS DURING ADMISSION,text,Lowest GCS (Glasgow Coma Scale score) date,,dd/mm/yyyy,date_dmy,,,,,,,,,, @PLACEHOLDER='enter date',1
embed6,hospital_course,OTHER OBSERVATIONS DURING ADMISSION,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 48.3734%; background-color: #ced4d9;"">Lactate (mmol/L)</td> <td style=""width: 48.3734%;""> </td> </tr> <tr> <td style=""width: 48.3734%;""><span style=""font-weight: normal;"">Highest value detected: {am4_hi_lactate}</span></td> <td style=""width: 48.3734%;""><span style=""font-weight: normal;"">Date of highest value: {am4_hi_lactate_dt}</span></td> </tr> </tbody> </table></div>",,,,,,,,,,,,,,1
am4_hi_lactate,hospital_course,OTHER OBSERVATIONS DURING ADMISSION,text,Highest Lactate detected (mmol/L),,,number,0,10,,,,,,,,,1
am4_hi_lactate_dt,hospital_course,OTHER OBSERVATIONS DURING ADMISSION,text,Highest Lactate detected date,,dd/mm/yyyy,date_dmy,,,,,,,,,, @PLACEHOLDER='enter date',1
embed7,hospital_course,OTHER OBSERVATIONS DURING ADMISSION,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 90px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 50%; height: 18px; background-color: #ced4d9;"">Blood Sugar</td> <td style=""width: 50%; height: 18px;"">{am4_bldsug_unit}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 50%; height: 18px;""><span style=""font-weight: normal;"">Lowest level detected: {am4_lo_bldsug}</span></td> <td style=""width: 50%; height: 18px;""><span style=""font-weight: normal;"">Date of lowest level: {am4_lo_bldsug_dt}</span></td> </tr> <tr style=""height: 18px;""> <td style=""width: 50%; height: 18px;""><span style=""font-weight: normal;"">Highest level detected: {am4_hi_bldsug}</span></td> <td style=""width: 50%; height: 18px;""><span style=""font-weight: normal;"">Date of highest level: {am4_hi_bldsug_dt}</span></td> </tr> </tbody> </table></div>",,,,,,,,,,,,,,1
am4_lo_bldsug,hospital_course,OTHER OBSERVATIONS DURING ADMISSION,text,Lowest detected Blood Sugar (mg/dL),,,number,0,2700,,,,,,,,,1
am4_bldsug_unit,hospital_course,OTHER OBSERVATIONS DURING ADMISSION,radio,Blood Sugar unit,"CH03268, mg/dL | CH02334, mmol/L",,,,,,,,,,,,,1
am4_lo_bldsug_dt,hospital_course,OTHER OBSERVATIONS DURING ADMISSION,text,Lowest detected Blood Sugar date,,dd/mm/yyyy,date_dmy,,,,,,,,,, @PLACEHOLDER='enter date',1
am4_hi_bldsug,hospital_course,OTHER OBSERVATIONS DURING ADMISSION,text,Highest detected Blood Sugar,,,number,0,2700,,,,,,,,,1
